,f1,f2,f3,f4
0,-11.720454011252526,-0.9644912399345512,19.41716991929399,486.22080599494006
1,-11.758491032487203,-0.976383565187812,19.584412669522475,439.1372062758073
2,-11.957006488524604,-0.9832853296435108,19.61296116607297,625.7392683409745
3,-12.1277837955249,-0.9772720371015166,21.75765313048082,0.0
4,-12.036285543247171,-0.996302882344816,19.665878146188287,648.6240423589411
5,-11.590387262483656,-0.9680558258771114,19.44382029722125,450.394643435766
6,-11.579445833121827,-0.9472203386841032,19.41731764165394,456.7353693316621
7,-11.630173816459378,-0.9536595025148168,19.47335563634752,422.3101177787684
8,-11.956734875891726,-0.9692226328372332,19.5219100755772,602.6383975263485
9,-11.580702604648083,-0.9832704277126122,19.44554165369616,516.2913304215162
10,-11.820819782942236,-0.9692332138068332,20.608395165749545,0.1514638702537256
11,-11.752088064856196,-0.987182799708091,20.022377315147995,239.0317323667896
12,-11.917173529420811,-0.9837705946835614,19.739614117335748,477.63653990000944
13,-11.749556522319711,-0.9815083515737084,19.959282626054268,242.2810480118195
14,-11.688967925751218,-0.9668809944100696,19.891128022877176,237.93811300972405
15,-11.594539543032854,-0.97606550408563,19.718961199213005,329.819686711788
16,-11.699549444996087,-0.9834904242655774,20.202571325780724,141.9269243517534
17,-12.113639535699836,-0.9957420078065696,21.304108128092462,177.14706433876052
18,-12.118175778990611,-0.99113345594084,21.18387849529594,170.94506993084403
19,-11.737363768558032,-0.9768155567978812,19.8710951588776,260.2727739002818
20,-11.642290660892035,-0.9604299183380288,20.286612399600777,44.187077176304776
21,-11.535894869803286,-0.9648495030739171,20.342381351919883,34.29179069676976
22,-11.322943318083434,-0.9704656591752652,20.37214861903497,41.02912683368782
23,-11.564197144360376,-0.9792491991066142,20.12958806399245,160.7904292642079
24,-11.855594520869746,-0.9881618832675146,19.85578129804515,369.0786002101239
25,-11.785422761569096,-0.9843695626779376,19.67522483406092,373.35811617059335
26,-11.751257067268533,-0.9759350325760646,19.66415954531472,371.2616329614686
27,-11.648450223866227,-0.9693113025542418,20.06584611320872,157.86196007356668
28,-11.766582138504168,-0.9711788655567324,20.2979997822098,111.30763553517954
29,-11.500842821268472,-0.967545832691372,20.44067686945134,2.9795394468284733
30,-11.963967500153784,-0.994631915719744,19.72661128024218,578.288503344837
31,-11.830447107139584,-0.9650966931392944,19.48210332648552,576.3180732704925
32,-10.41972585081786,-0.9998391320819384,24.63743581259605,64.05067671786146
33,-11.44105014135371,-0.999308905461485,26.6237790648862,0.9706258594913328
34,-11.085996548912984,-0.9604589776720724,20.458935690310675,1.323e-13
35,-11.987588686826408,-0.9726859144962848,19.624092229753217,534.0202718384604
36,-11.721333271970774,-0.9746855364566718,20.330395872822137,61.95982526140482
37,-11.925014661741455,-0.9848599343727108,20.2814980879023,232.7328148689189
38,-12.039104756166845,-0.990875102038374,19.986623719219622,417.3853338751596
39,-11.991189628809495,-0.9718506540356208,20.832435302306514,61.47002509517639
40,-12.030729717934047,-0.9957644744511204,20.1673196642547,400.9407158438399
41,-11.667950141249978,-0.9646945895196982,19.810777845263992,285.1842327010705
42,-11.847520468558413,-0.9863307761533356,20.67250354451808,52.314411928746686
43,-12.058017446503742,-0.991018949039805,19.9561331189558,477.9305376233481
44,-12.00440370505246,-0.975561619361268,20.03420109086948,397.8305716005068
45,-11.877389637409577,-0.9939833087770452,19.81837073898366,426.4683589558737
46,-11.907630186020931,-0.970376950435326,19.78433383653301,452.9840714407417
47,-11.723983030323112,-0.975579332383888,20.16363815306755,128.78112326241532
48,-11.644525980518974,-0.9808120948789478,19.85023147511221,281.36678263145785
49,-11.96098704602531,-0.9776204521223738,20.050237860918035,318.36430273619555
50,-11.932298129683865,-0.9954446092369093,20.28862736625296,292.48338195006613
