,f1,f2,f3,f4
0,24.922212902530426,-9.81537711806352,0.1934800936242574,24.0170867829822
1,25.922453831122244,-12.428014257418871,0.5885276254307475,22.032988464651705
2,26.57813673123229,-9.3592972930603,0.118307282555758,24.98362097972777
3,28.792513604153488,-10.235073241286686,0.1046971821220841,23.2201813795915
4,24.783673377375827,-10.13080376907626,0.2071434226597237,26.48154758900328
5,23.02944678998069,-7.64280740394349,0.2595159216216291,29.53409906204778
6,25.80950539368748,-11.707646848858516,0.2825331505399948,23.59250434083417
7,32.88417101414287,-9.167205256671515,0.0559045043137757,25.643133937756808
8,24.86125978358049,-10.933829355836394,0.3251639695657167,21.856767898921994
9,30.042720473574693,-9.99078443620502,0.0956720979080335,22.358532805890988
10,22.865289587738737,-9.469679056638103,0.5297481970225888,24.997905845494444
11,24.864849716211143,-10.632161542226688,0.2682592570288852,22.898575984206563
12,28.207889893487764,-10.021851247989051,0.1076287940500375,23.180418476268244
13,25.98146309020634,-12.429289184740778,0.4935910715893025,21.43518638350335
14,25.36615376345833,-11.215962635864686,0.2497552256283716,23.452135236644526
15,24.719866238764386,-11.358425028373096,0.559282951973054,21.860632509076616
16,24.827159848537782,-10.84857133512308,0.3629935836489392,20.92020842730072
17,24.97807331410401,-10.211525822382278,0.2100129886244143,23.058989574369683
18,23.872391788831347,-8.591144631206337,0.2808274309095273,23.8965904380339
19,24.6698803906814,-11.242852675158789,0.5536193459743275,20.71448109624992
20,26.24847975830825,-11.95391672264586,0.3297232119497214,20.51100844287285
21,24.4993744566824,-10.981114151189136,0.4219949171773673,22.74978214215224
22,27.07877975613426,-11.914320507472084,0.1937195334226547,21.726822259068307
23,22.50679188035736,-8.110533850993223,0.3909264477028624,28.604846622391506
24,31.113205668599672,-8.962659797201614,0.0726101731789331,25.27342735377616
25,24.41097840954105,-11.098906430198054,0.5929705756499192,21.158245513396224
26,29.146306416585265,-10.6712479615003,0.1059578268105457,23.187109624325338
27,23.25794239675273,-9.658635305608136,0.3922936267013151,23.86085585589364
28,28.598709599778005,-10.35745762689071,0.1190515603314441,21.837114655892428
29,22.922362423633484,-8.199521430452892,0.3143496509810634,26.86337196511267
30,26.270092461426096,-12.294744850622491,0.4480678807554567,19.46370941651152
31,32.497306801748344,-8.381936353589076,0.0517979222439932,28.627821364738047
32,26.30509530255128,-12.267759197005416,0.327538287460788,21.321285177114657
33,23.7826396770974,-9.05523665833574,0.303482935162928,23.33180796242481
34,35.21819786919009,-8.688408627753796,0.0473256105212706,25.945241670601
35,29.87920583020108,-10.806600050614556,0.0924895461822436,23.57226434296534
36,23.3724579931277,-7.825220462965372,0.2256781510550704,29.34717111718717
37,23.2726584547124,-8.498697444124316,0.2643984915057173,25.502273607558884
38,28.566826823213205,-10.34043676765579,0.1015401162505773,24.036226118245544
39,22.69021835912625,-7.64556997491417,0.3205611528385655,29.36498406278577
40,25.82554367298893,-10.46737471419586,0.2121321113453201,21.060510371811283
41,31.670585676089747,-8.351893459348402,0.0545317900323164,29.48343427790816
42,24.95812865259435,-11.488877900397076,0.456171145554279,21.22390192735112
43,25.33008010045403,-9.59039950271148,0.1494114634810047,25.39086745416192
44,25.85209193787464,-12.241358467221067,0.5081626082321189,21.99013451014656
45,24.006564912360183,-10.567398394816584,0.4677349911824701,24.185171654331413
46,26.333920679578217,-8.190884259256787,0.1152541194869299,25.783976640598965
