,f1,f2,f3,f4,f5
0,27.24969959880332,-9.373632806227556,0.1090635603529686,-0.9907775577273708,24.940635619788207
1,22.928169349358665,-9.622419733962149,0.5984091376066015,-0.9823452802667108,26.012299411191265
2,32.431952809037455,-8.66849072412484,0.0543352043465764,-0.983914511265194,27.42468512556518
3,29.050839401476303,-8.206602207639813,0.0703868396050153,-0.984883989178027,28.771457626111825
4,28.40976022756407,-9.445151730503971,0.0956509009243178,-0.9909801212949244,23.79991440613711
5,26.780545949300464,-10.856141160116255,0.1590550103915929,-0.9768530316682508,21.554974363464595
6,25.788668997585845,-12.336856598744024,0.6223765213799707,-0.963985424854699,21.65142467899797
7,30.01369494737106,-10.672118652108104,0.1093012048616791,-0.9479038035551692,21.32190609494579
8,26.33646526742816,-10.790839722989183,0.1605839234084752,-0.9699289473893034,23.661419897020345
9,25.53431697150636,-9.133944372728603,0.1437662174730488,-0.9804013532798924,25.82609245977317
10,27.850506046496164,-10.415266945674809,0.125248474551406,-0.9819451733476328,24.66259505840436
11,28.4083568238636,-8.727097250043542,0.0867366621653519,-0.987115456358223,26.693940870031867
12,32.96933940340923,-9.384607498730915,0.064245813837041,-0.9971119730321504,24.220942000658617
13,34.24212300443707,-8.404254360102946,0.0497857401522095,-0.9779670584016296,26.66237702809704
14,23.01688235037681,-9.571817170523737,0.515305285897799,-0.9682297248346204,26.10951695456529
15,23.77088114828624,-10.01020600173806,0.3458522967639834,-0.9702932993129166,23.282458330211547
16,26.26648534566481,-10.472286469444342,0.2497473807842615,-0.9940829763672296,20.334615217045915
17,26.615584788111008,-12.135375412847583,0.3536232119242897,-0.977201280072096,19.505431351742736
18,26.195973969491813,-8.267911843361318,0.1058725288578171,-0.98516526245787,28.831334591437848
19,33.309626201214975,-9.02941879956145,0.0512606534624497,-0.9761456100121426,26.49590086254871
20,25.914702764741,-11.047658753638927,0.2199474829411631,-0.9632992438225276,21.13928033938281
21,25.19620179289536,-8.78952548431497,0.1945684769939386,-0.9960113116258072,22.77484263385985
22,26.3383793835474,-11.778331921756283,0.2374070730969838,-0.9560012812463692,22.54552627514631
23,25.49846968307658,-11.807301950331224,0.3721692006032786,-0.9827362173682886,21.777795759417856
24,22.70718876199072,-9.185047581851114,0.5179771435679362,-0.9784514112590628,26.47799958147821
25,25.47724039169469,-10.634199889794736,0.2344279818815855,-0.9698652310182612,20.97076721684892
26,25.45052575681857,-10.964063989820964,0.2352867110573806,-0.93745163683874,23.49990956226754
27,25.80652096082812,-11.817625482146132,0.3290889796984532,-0.9704418353443712,21.97485491439205
28,24.792056660744908,-10.43657212728288,0.3243700603044984,-0.9959047432667204,24.23066499725505
29,28.27338045252309,-9.934727451604497,0.1022982029272564,-0.9804934791159884,23.454185928930528
30,22.88093714263601,-8.374959766325004,0.3666887414427878,-0.9904562882249766,28.08371820713668
31,24.80033687493597,-10.567816655603648,0.2789707805777998,-0.9521983885677028,23.23776109743113
32,23.77853398735889,-9.889293671853922,0.3928628852474792,-0.9864233423681242,21.718827473529323
33,24.25160024552072,-10.33928413081108,0.4873509942813022,-0.995260356039886,25.229696534850405
34,24.758270855317445,-11.373344771887236,0.4838921800406459,-0.9700855409857744,23.731909216205576
35,23.49909152325917,-8.267689646362061,0.2613922168006088,-0.9710539045275128,25.694743087607424
36,23.893528031202244,-10.810855736409948,0.5617857605033356,-0.9733048175541456,23.62548678103625
37,25.47083103637999,-9.766252065942185,0.1767482321259931,-0.9922148257839076,22.683307752389723
38,25.40538124399527,-10.82286268312077,0.2083486946591922,-0.976503632164774,23.75058590733489
39,26.06976091177396,-9.470142021340154,0.1281809944212024,-0.9795269816305272,25.263730946790528
40,22.87813957001164,-9.2487138441175,0.4594589994491633,-0.973267364868198,24.988761646667182
41,25.27734160646352,-10.284057497186382,0.1915365006354328,-0.9925557260583434,23.9984249889144
42,33.403805059193786,-9.667083920407029,0.05373471040403,-0.9730258530663396,25.80407008912112
43,27.389083200633905,-11.366590023085234,0.1770071869488586,-0.9436311141006756,20.71311263963997
44,26.22493279928222,-11.894044366558086,0.3934326841267021,-0.9768666485026704,19.592168605944472
45,24.32468516489387,-9.661261535930484,0.2497746732000429,-0.9936308373081852,23.36313322297941
46,30.55964637204906,-7.644676495258141,0.077024390479739,-0.9990641218313558,34.4696113150947
47,25.20955529260132,-11.94961452641174,0.6465747272966005,-0.9775184036855806,22.404447181615456
48,25.31015436452991,-10.960494854166257,0.2839082136858107,-0.9503769052593228,21.626524635928856
49,23.122543930883,-8.383244076196474,0.3269589052253631,-0.9961912099191854,25.13533439000708
50,23.564536494635885,-9.157782892207637,0.3774217327996469,-0.9873541609976736,22.684772010401097
51,23.398341008611723,-9.151841762783569,0.2825961420391625,-0.9864058784747488,25.10127567193561
52,25.633751894548983,-11.12708644233417,0.2948600722158285,-0.9826272900129216,20.16155627401868
53,22.97007124155792,-9.057607258978406,0.380119994193289,-0.981180681469773,26.26607686195804
54,23.81224532564504,-7.627128918923285,0.1906927603068024,-0.9841523623732408,30.20757007514703
55,27.805580394476515,-7.660973776825723,0.0912818964884263,-0.996414911610808,31.110747235927484
56,31.64239370141511,-7.792313437660649,0.0574590837867241,-0.992410607146455,30.06035938276966
57,29.951307618892976,-8.823350313828431,0.0756733063574171,-0.9866623860347724,26.05923397681716
58,23.37380173328809,-10.2268885282117,0.5938461215258272,-0.981975726890141,24.742142429316512
59,27.024157073586284,-11.558406337607078,0.229885513667638,-0.9974763486148016,27.103379968881583
60,28.147807447715035,-9.321609609167629,0.0879999568244082,-0.9745009426936972,26.20722491267253
61,35.67080472046824,-9.051911864233846,0.0462239063034548,-0.9884498800183684,25.76982891230416
62,24.06803635270883,-10.673773018244136,0.4732905204319447,-0.965964305303976,23.318923329485862
63,26.01594905722284,-11.65690073491854,0.2685840803230951,-0.9802947348898624,21.00846269265645
64,23.27610074945244,-8.459072056532852,0.2843720381512614,-0.9624253972561418,25.13005305307882
65,23.08293432127564,-9.627435875802767,0.4620703951214936,-0.9762741206211094,25.150006556199934
66,23.676597580606703,-9.243264647139055,0.2707759465256314,-0.9663847522980772,25.73657690493229
67,27.68705956820829,-10.90727036479605,0.1881842021593494,-0.9984381827609382,25.29190181813101
68,33.29761925732536,-9.403002834576426,0.0567703252053053,-0.9800986534603204,24.390998126962387
69,23.52424927457044,-8.882632596096457,0.263037951679505,-0.9688147781428168,25.284184713248266
70,23.688541698821897,-10.601912361051886,0.6797273974961,-0.9781257049288384,23.998039809162613
71,29.360149991120977,-9.29355130567445,0.0804851644988655,-0.9710101584176478,25.087602792492728
72,32.25151396662673,-8.744424549895031,0.0960457503192514,-0.9923336541622362,22.51664862748263
73,27.265076318381787,-11.84369974809775,0.1746823346779728,-0.9706273676453602,22.15300964933833
74,25.19461318798409,-11.876253118950933,0.5227377991875501,-0.9761405230647676,22.98796681373242
75,27.03303121861836,-11.94810096390526,0.303604040871511,-0.9973665020709794,24.12785728391388
76,32.66464524513604,-9.196735229823528,0.0576639756340918,-0.9558372013220896,26.426562711776263
77,23.50784649480289,-10.345249220300136,0.6365333685867494,-0.9712960863715744,24.06022227427181
78,23.35443934468338,-10.217094047215095,0.6678319834923454,-0.9821629083868628,25.106300031551427
79,22.428267454089813,-8.177634857586483,0.3966958778474551,-0.9838251827402892,28.2093197416561
