,f1,f2
0,-9.31584299981876,0.0373260671611954
1,-12.595766157644414,0.3796654741580205
2,-12.261308717276016,0.2125094025491246
3,-12.212620338209874,0.2029548320748458
4,-12.137237649643495,0.1842850099401562
5,-12.163381343626352,0.1919724179024688
6,-12.248786256525737,0.2044515617657485
7,-12.06740240627567,0.1715034748595698
8,-12.10478483726738,0.1764974549848704
9,-12.121294311259778,0.1820081967656383
10,-12.688333886699557,0.482045791870302
11,-12.481967594390948,0.3065896663368752
12,-12.49672869081714,0.3156150091454212
13,-12.565376171190376,0.3601676145186177
14,-12.61803601570868,0.4027626618342103
15,-12.631882737910294,0.4129479263222763
16,-12.664617573356775,0.4456245878767673
17,-12.672492989063482,0.4566881906350872
18,-12.67507888750552,0.4611810549312163
19,-12.699886228444791,0.5014242648709739
20,-12.508773797974571,0.3219932044267097
21,-12.51466919098932,0.3249049982563216
22,-12.528623729303716,0.3339391732546458
23,-12.643623399720475,0.4285469010968335
24,-12.553743073131374,0.348469311201064
25,-12.563768537281067,0.3496536048751459
26,-12.618324419950104,0.4049949975146889
27,-12.495279502559091,0.3118483654309236
28,-12.538674667102429,0.3356302932900578
29,-12.550812486354076,0.3399445468015448
30,-12.5646297183648,0.3547817611897224
31,-12.575693329022704,0.3650139782828111
32,-12.579349937099638,0.3670630575124278
33,-12.64331684747973,0.4224051481697499
34,-12.303340997446073,0.2257923004701675
35,-12.320381987703502,0.2336446342913791
36,-12.336586247020174,0.2374304520380575
37,-12.339112708917986,0.241500807905214
38,-12.459480782373584,0.2954957138911064
39,-12.473775253003966,0.3043937496933978
40,-12.592533735719783,0.3749317390600135
41,-12.602070180728523,0.3885052910126673
42,-12.63730543717482,0.4194374426716067
43,-12.65537858288623,0.4332256570358603
44,-12.580827980495176,0.3705174040860609
45,-12.520654353619598,0.328111955402899
46,-12.607020400017406,0.3929636580664891
47,-12.625007743719951,0.4095395078927543
48,-9.635021776126408,0.0402079325528456
49,-10.22892130407088,0.0528859220170003
50,-9.710387380711603,0.041584296751962
51,-10.082824308134253,0.0492150441676148
52,-9.98574563648055,0.0475507719588171
53,-9.818113931269687,0.043502800483716
54,-9.620778748863891,0.0400702600134864
55,-10.26570858882486,0.0540029460668107
56,-10.051901349415504,0.0486035932726786
57,-9.72727157415236,0.0417965148686774
58,-10.163610855836597,0.0516766016732077
59,-10.01715459372319,0.0484228491019277
60,-10.277003553721007,0.0544195009595418
61,-10.097268890137132,0.0500534601007135
62,-12.696416871466251,0.4855119050422933
63,-9.507510303175696,0.0388731603269907
64,-9.389764485670849,0.0376574212353502
65,-9.413078693316988,0.037922378388307
66,-9.600607333936908,0.0397638926378997
67,-9.93638411516135,0.0464282925729035
68,-9.792180030930629,0.0430802711212918
69,-9.68402147267918,0.041016936553669
70,-10.141772457725695,0.0505579995774964
71,-10.296211544010264,0.0545731632852055
72,-9.442896698160713,0.0381923964534942
73,-9.533936044935976,0.0393380884940908
74,-9.74170453289903,0.0420712167163866
75,-10.179245261982478,0.0517681995511229
76,-9.03465458211843,0.0353094124789756
77,-9.008376484117198,0.0350931350583415
78,-9.054118744735328,0.0353499209827029
79,-12.659951729259094,0.4428755348307034
80,-12.669550164872586,0.4485232658151967
81,-9.465576985423786,0.0382943404257836
82,-8.902167073010176,0.0344383375206422
83,-8.876845175241284,0.0343599191255786
84,-12.711123543034253,0.5111031395733647
85,-9.95276322441141,0.0469152092984011
86,-12.268775118545244,0.2214914674297604
87,-9.56310917457106,0.0397635134974129
88,-11.807369886439028,0.1370946120665137
89,-12.02719312478388,0.1650381279110008
90,-10.865667233354474,0.0726078184290924
91,-10.548773696451873,0.0611709357942051
92,-11.2835295600455,0.0941728244843345
93,-10.448907597843103,0.0581604414010793
94,-10.358448813193164,0.0560608061212925
95,-11.009850685490946,0.0792508925804177
96,-10.961324912783695,0.0772889464957667
97,-10.76519638176261,0.068782581459937
98,-11.22873688287004,0.0908910410324828
99,-11.327679169837236,0.096406093080731
100,-10.492423371759909,0.0594176640036255
101,-10.327602745189528,0.0554631016471234
102,-10.803688006087802,0.0704930902698395
103,-11.052499995373465,0.0813760396911489
104,-11.854281036739094,0.142070352546552
105,-9.068011831121126,0.0354759214352217
106,-10.850450263029389,0.0719581509979672
107,-10.601451533023615,0.0628361520062656
108,-11.037665820175423,0.0806978250031962
109,-10.718392212139314,0.0670417525662854
110,-11.698962520425765,0.1252272529109639
111,-11.25530119674971,0.0926477974325212
112,-10.519517835811682,0.0600699613051724
113,-11.196645778808984,0.0895021391451611
114,-10.947855242372867,0.0770903733371991
115,-12.308968938547892,0.2330423390243627
116,-12.27550276524148,0.2237673786277421
117,-12.356449126313317,0.2481955080392789
118,-11.75626786454185,0.1309551606654186
119,-11.081645189348576,0.082468552362027
120,-12.465733771162252,0.2972885425271265
121,-11.641733237843416,0.1207197949979479
122,-11.14355385738757,0.0857937237458896
123,-12.396316034076484,0.2607864337051511
124,-10.61563390510248,0.0635803936418641
125,-11.467036251223188,0.1050783684259084
126,-11.818262526326748,0.1383078732569329
127,-11.928630179174055,0.1501535909831804
128,-11.367297027642277,0.0990849312801028
129,-11.66923955075785,0.1230710954908158
130,-11.86426029362442,0.143364102047987
131,-11.784790963934574,0.1342606810629983
132,-11.161372514839648,0.0861714513449458
133,-11.964350500396137,0.1543642357950704
134,-11.61232193424717,0.1167688228142948
135,-11.943214209704328,0.1512281921280389
136,-11.530086917421924,0.1105314141027344
137,-11.887662661052754,0.1465171558740647
138,-11.57367796639966,0.1142751612676182
139,-12.001447890550873,0.1593010718346332
140,-11.987835497803742,0.1578236645036161
141,-11.765942607674376,0.1321291073515395
142,-11.711878150752042,0.1268860899648815
143,-11.44060484872373,0.1032195004912485
144,-12.009569435130883,0.1609072092294358
145,-11.520102278604412,0.1090554634156767
146,-10.59006525369933,0.0625440023252035
147,-11.840952897393926,0.140833486963324
148,-11.730435448034411,0.1277246437924291
149,-12.755588213344495,0.612740624056954
150,-12.734996988054982,0.5668390471541572
151,-12.741796604992729,0.5715973418005662
152,-12.748272442886034,0.5844680110716742
153,-12.74964800424296,0.5902024006945861
154,-12.75015562300998,0.5926536985026536
155,-12.7545763473566,0.6043615171475395
156,-12.719381203961408,0.5265837727131805
157,-12.723583758074868,0.5471259285006438
158,-12.751246275365345,0.5999715444661493
159,-12.426680646101683,0.2770467330874045
160,-12.72985550694405,0.552607898262129
161,-12.719780836763103,0.5449064335073616
162,-12.766907283407251,0.6258858629881031
163,-12.346353859020187,0.245260932181844
164,-12.755290149704706,0.6063059228139221
165,-12.677077691815558,0.4709306168988831
166,-12.683735122550557,0.4768480274185066
167,-12.69793826216894,0.4924448256655953
168,-12.703167229947042,0.5053732154434629
169,-10.81885640847972,0.0706037690931091
170,-11.35534409831706,0.0984480337629582
171,-11.59732477835646,0.1166431565164487
172,-11.487585660481518,0.1058719252644002
173,-9.76568938346397,0.0425990082840319
174,-10.195272049091356,0.05213926773131
175,-11.18802404498203,0.0877163523104069
176,-12.363481690806756,0.2538181707392903
177,-9.912544431338295,0.0454931662627663
178,-10.387354659218568,0.0564192981050621
179,-11.91656287385504,0.14879248010232
180,-10.630822598729036,0.0636344467490359
181,-10.785612888989814,0.0691985400627342
