,f1,f2,f3
0,378.426590033472,0.0804995950449351,0.049771475629227
1,233.97666541483025,1.1200837688178378,0.1229149369613785
2,215.9492206635685,1.9145096787293592,0.2241828724093029
3,223.2331548080009,1.7202350597539344,0.154351082317894
4,664.8654702018705,0.0256030071901865,0.0404549188682541
5,225.2302870217856,1.5129958099738636,0.1502015489666433
6,215.63215824097185,2.0579438983171805,0.2022609651998163
7,227.2501368095145,1.0876357743903853,0.186381864284871
8,466.9402337217956,0.1154462825998583,0.0415895540263351
9,271.92102644676146,0.487494851802819,0.06810090271466
10,243.5057668728439,1.0441776252919928,0.0945037377344145
11,603.2975343076243,0.0373329526994419,0.0397994890200707
12,219.174505049453,1.5384554743938712,0.2308703092190894
13,263.1449955468912,0.5033506686968495,0.0796974655409335
14,313.3241278007633,0.3447331625363456,0.0521688670705777
15,252.2813799960589,0.4735935317179313,0.1210367849664746
16,218.9237035587296,1.5066616001451458,0.2838617470866462
17,237.785910070294,0.7243903745597429,0.1524904001624576
18,492.3925643480805,0.2258448585922256,0.0403838685798317
19,305.45985541193915,0.457636020690581,0.0530643151706501
20,226.5557314740422,1.1194382292842624,0.2080571610078341
21,469.6957406090763,0.168456832506312,0.0409106065947527
22,215.74984201411192,1.8079081464840865,0.2746350666434176
23,248.8598066311721,0.5192888817348327,0.1276543395250153
24,228.1288342581955,1.0354071259147015,0.1970098369086139
25,229.9282929629261,0.9482783902075892,0.2283864943144306
26,217.343183474724,1.879962097275872,0.1897153981274917
27,514.1323105412971,0.1468351653953015,0.0399225518863871
28,208.6974496655544,2.5463073996255785,0.3241546456963419
29,219.0800199738728,1.7089271616442665,0.2038263742007021
30,217.6392426422661,1.734176944491804,0.2150324421850835
31,226.1015287560247,1.4320322702217865,0.1561098585070745
32,217.03816676441696,1.8519351705604123,0.2246183933105585
33,214.076203780599,1.93843563123178,0.2696376960129263
34,214.02548455026653,2.2668136355003323,0.2232342874205489
35,513.6210426568471,0.1997487495878218,0.0397935399309547
36,530.1694449315889,0.029326930823366,0.0507994337665451
37,220.6202594093428,1.3931511789146258,0.2612464577439411
38,232.8609515361561,1.2044625601731134,0.1313178739750259
39,225.03727983556004,1.182393677393722,0.2501597869060883
40,225.0653604309286,1.3617514394671573,0.1651223597587211
41,217.1863819519648,1.8979842379712004,0.2091144177006257
42,208.1359692987945,2.627420320358542,0.3240364037923025
43,251.23260417525057,0.6171002571745794,0.0983389788991571
44,220.29410937087275,1.5671283709086896,0.1940531766827704
45,212.98226443147755,2.224677700519273,0.2415849124428712
46,219.03460902446568,1.5400013774870134,0.2739740616900065
47,212.0779064849987,2.139773080805818,0.3012559860349412
48,568.7406886674971,0.0259134282469764,0.0448193931454204
49,231.4482232102453,1.0817522581458987,0.1445054961082067
50,219.81126958143733,1.5893627792506253,0.2011990467557419
51,206.82152424858845,2.94243551019027,0.3481308710328499
52,209.6706088365669,2.501212698055983,0.2828152056477666
53,229.534291212828,1.0401215279030482,0.161359476717553
54,224.8372119241284,1.234829009175347,0.2065922986111824
55,228.4797018530357,1.0353090521912358,0.1793101886931042
56,234.6234166128245,0.8608082747368425,0.1546722460315363
57,655.9298618947923,0.0266404542352328,0.0405703926407507
58,218.7580209956512,1.9846059388683417,0.1795591066022786
59,261.9134282750194,0.5956133654800072,0.076326774847199
60,243.95522854368488,0.7588416654651651,0.1156896458659625
61,210.4520095853915,2.312210331787706,0.3087272044372217
62,206.97165740487267,2.879013734426832,0.3477144361526811
63,392.7141368960116,0.0719751857030797,0.0487453267290536
64,207.5165112629052,2.727756145439341,0.3404713265060382
65,243.0451739100099,0.6691465867777899,0.1179749515839302
66,393.269551932219,0.217604222298911,0.0440239541211704
67,268.61307094111027,0.5387599614711783,0.0694437170942199
68,228.7211636314416,1.0155431983166272,0.1882962262531355
69,449.72369886864976,0.0457206653202852,0.0480478510291059
70,209.26629818154288,2.4847663258566475,0.3035220706361386
71,541.8605039439827,0.060650179755454,0.039803464481948
72,216.34935441863263,1.7664892478032304,0.2611526368535521
73,235.6164832144541,0.7906557019471269,0.1552651801061846
74,230.2231386122141,1.2493410246450958,0.1364061262196521
75,208.45611198261483,2.594573469180435,0.3111063294197614
76,215.09242366835448,2.0294204063674246,0.2175099300591091
77,251.6222868546417,0.4798569622875105,0.1378267864408411
78,229.78419545512887,1.2910214514476166,0.1432527766859229
79,213.5952524331823,2.103990400817972,0.2352599803767893
80,217.38859224863805,1.6667770478174542,0.2492987682084826
81,629.9571931246481,0.0242181047734036,0.0438986738210111
82,218.02598666004977,1.5813977097870575,0.2845609005765593
83,293.5438455043902,0.3781388787921499,0.056191223864549
84,206.5582822056481,3.044015361084665,0.3642092700138764
85,421.9312883548019,0.0593654005449595,0.0457160967943944
86,221.8234983342419,1.3854696176468964,0.2085916186117012
87,221.69401653099743,1.4010511734005022,0.2352440083077479
88,214.576537351074,2.1338688121041205,0.2183582813558573
89,211.5591493387782,2.2244649051135923,0.2862554917237518
90,220.9581162229483,1.4970087099640568,0.210152797600466
91,387.3214083348935,0.1214108937582956,0.045577384502493
92,219.01703108337583,1.7722948981126962,0.1904272225566173
93,219.79527249706908,1.455070190385218,0.2760595337846737
94,299.46662416521286,0.2506668168318071,0.0563770599492562
95,230.86795020985656,0.946565210626416,0.1733293704158192
96,245.9949178719972,0.8347956070305087,0.1000340680507877
97,210.22563572619984,2.4276486280475664,0.2847325376929993
98,432.0491517466766,0.0524555169063942,0.0491745176359844
99,239.94624775813693,0.6776862743976869,0.1565566048153253
100,223.47436335891987,1.3574305644816,0.192327227547905
101,286.7416683658637,0.4952980646419788,0.0579548161222195
102,320.4671405306727,0.2954051014235636,0.0519926320804081
103,220.96969058804189,1.6776027322160525,0.1727679403684221
104,262.01892826720933,0.7660053607477598,0.0731749661849466
105,275.9120078178882,0.6084833996436175,0.062524237775283
106,217.2232005712718,1.776717756831599,0.2399311435035734
107,215.18577944859427,2.0744237904655627,0.2102464091041331
108,475.0283620612067,0.0397805486671369,0.0506770968457717
109,243.35071412883883,0.8878706004777408,0.1041909280311694
110,224.79126106073767,1.2753476542516784,0.1939877812105352
111,231.00735885955524,1.2461671135137018,0.1283523400527303
112,213.77393702066985,1.9784835213493133,0.2886930309833171
113,277.36934275853946,0.5404080796145332,0.0619560204613894
114,228.4414611974919,1.253494640289618,0.1527177479038629
115,209.5619276284677,2.5128404223942167,0.2883342139813866
116,474.9360967776406,0.0401773747633171,0.0441879970085059
117,210.8234751037551,2.2709105943339765,0.3013545239286679
118,445.58660566255867,0.2680473558789413,0.0414267341065847
119,217.1279879585446,1.8448434817894008,0.2152928426444614
120,222.4862296199168,1.3453218940583598,0.2213686772802887
121,483.0288945206189,0.0614603797239138,0.0414377385096614
122,234.70141421845744,0.8163594707795299,0.1609288796359287
123,238.1652142458217,0.8079506651286714,0.1375146392566883
124,246.3184039338496,0.8880683336696936,0.0977926942139289
125,215.35376015228948,1.8535962249569915,0.2612025706653976
126,307.61325643376813,0.1601711998619218,0.0627602821445614
127,257.01252430213754,0.6472040877022125,0.0809202219254705
128,470.9834279484576,0.2534840181075131,0.0408371547106758
129,239.5764728587394,1.0221520382089004,0.103330845942644
130,220.1278106208213,1.546226656492419,0.2051756464828604
131,293.27000525736105,0.2973141193465616,0.0587964344187998
132,217.2804019787339,1.6975148838904204,0.2609450230866256
133,224.8550955124045,1.2220953031058013,0.1972271018284783
134,229.5395593075571,0.9986040001566712,0.1730184998710523
135,484.9689483989888,0.0370427780515086,0.0562865423786547
136,221.65497640801763,1.4470726957716542,0.199080722171335
137,211.2884113717,2.2183823881547373,0.2955137667892705
138,226.38809638491392,1.471156427929699,0.143138045118409
139,283.72637123659433,0.3622840598631281,0.0609625105194882
140,222.2514295781826,1.3111072580671934,0.2610905399822327
141,227.70003108025668,1.3822384418560791,0.1494136922678144
142,237.0105637151499,0.7459868088651153,0.1603687595448807
143,219.1217062864045,1.871355078705596,0.180027878295207
144,500.86692438971824,0.254143432188245,0.0400434843638045
