,f1,f2
0,22.680020208344686,-1.528501505724017
1,29.921575450285708,-33.76379315474635
2,24.937897689572424,-12.025256574786615
3,24.769626094272475,-11.236491255580107
4,33.131914751126374,-47.23398897890614
5,24.26259249287424,-8.739349430886442
6,36.01305205128572,-59.67746946046924
7,35.84744297147789,-58.93648638642125
8,34.95683739469833,-55.14276307023438
9,34.895751250732154,-54.88920757365116
10,33.335435830430875,-48.15642232568194
11,32.724352473642185,-45.556821011120896
12,32.44442084111652,-44.37032246459884
13,33.58063205448356,-49.12486965108983
14,34.838504494711245,-54.63909253009621
15,34.378339163782144,-52.68264594886218
16,34.04956820476387,-51.22180468084769
17,35.78851970714851,-58.72739061153533
18,35.69331676536717,-58.31053364238436
19,35.14099426897161,-56.00215414120231
20,34.62216733481819,-53.69303956059024
21,33.02049764058178,-46.73464497351818
22,32.60596456640691,-45.09649296236478
23,32.46315300603831,-44.528280906547714
24,33.94545081939758,-50.751795282493575
25,29.471871331213425,-31.958136932953547
26,34.29849440444429,-52.28473855093552
27,35.924400301189166,-59.30050990188988
28,35.65708506068452,-58.10790493745749
29,35.48545237383329,-57.43267413273397
30,35.425318512585825,-57.20961617623954
31,35.372474846999424,-56.9732769965582
32,34.46769060873835,-53.02091691166474
33,35.75857863692626,-58.54637810932073
34,35.58975481401915,-57.89091362523054
35,34.255518553838435,-52.06666810545431
36,33.86892934689343,-50.454369521158974
37,35.94485603288294,-59.4773417992833
38,35.8601926306908,-59.11106830248132
39,35.81293463076819,-58.89014773621844
40,35.71429131787348,-58.50200957240629
41,34.52209944288288,-53.28265173032057
42,29.64558617679248,-32.673958979861915
43,23.30994291313113,-4.444503402398357
44,22.977148498412912,-2.956067937115728
45,25.11302778272323,-12.884657010544723
46,24.327729846559244,-9.230125866406588
47,25.98015799536608,-16.681914122550364
48,23.22082664696845,-3.930500024999171
49,24.16609821010979,-8.40305884762543
50,26.74111888840181,-20.168781107810027
51,25.322360786625847,-13.752394592853156
52,24.48178859133832,-9.985126650987654
53,33.15764814202902,-47.35774383059939
54,23.06764057417888,-3.30470939886528
55,29.327305277646715,-31.33176690064018
56,34.8664807880854,-54.74432161026746
57,33.073667616188644,-46.988504161222856
58,28.98228794300595,-29.843376067702188
59,24.20252081541381,-8.657195227633773
60,26.45144308268652,-18.85066095498898
61,23.24934330388544,-4.214401452733148
62,24.54343201794256,-10.089225061142743
63,24.30041179907177,-9.025751000024918
64,28.10374562490665,-26.0608705726983
65,29.210565384616864,-30.855022856585084
66,27.90043871288972,-25.28947675202941
67,24.2672526359313,-8.942089269493648
68,28.827352209960257,-29.032374384213497
69,32.93402556809331,-46.41580562517305
70,22.54111156707644,-0.9004776431254622
71,22.70838514027359,-1.6508469559540384
