,f1,f2,f3,f4,f5,f6,f7,f8,f9
0,360.04162066084723,-10.418049296187352,0.3426915976398731,-0.956242743363461,24.414215077584625,22.18682542353043,4.584973704716388,968.3556901691344,-12.049711196527188
1,335.6607139039052,-8.01580207169608,0.2435998452335994,-0.8646827350493667,34.642732411737995,32.80877351426174,4.1907238879481765,1071.1611801199292,-28.86910589252869
2,208.8940887597122,-6.056945534555334,0.2725135956310026,-0.980336126804526,42.98777344327867,38.27928842140331,5.760389366092574,1007.2769554983586,-7.602701324735163
3,399.8452140478876,-10.440919250072254,0.6489414738025707,-0.8865169886924846,28.296410435704885,20.195409803163216,4.067574239121472,0.9361550087427128,-7.428041596869506
4,193.5632924515432,-5.711775662150874,0.2560134461419854,-0.979562775068326,42.14081548866229,37.91100946604555,6.811530205679967,1078.3040284022163,-1.9854839947924687
5,384.55669724772815,-10.936038865845983,0.1491345321428369,-0.995638784515473,21.360256648486114,16.00000000082739,4.0,1.0584e-12,-0.0032851978012139
6,393.9661001200639,-11.267430104326516,0.1664733075341514,-0.994597709744122,21.136799563024272,16.00000000000008,4.079868663826408,0.0,-0.5883105078363721
7,398.6610949343141,-11.20239111038416,0.8438983247300459,-0.8718792287453418,23.356299938588336,21.435887156587373,4.834054251127578,874.5844563777193,-9.52165816629396
8,319.6935084832373,-7.168211820050499,0.1640402207436248,-0.9888198429553022,34.36820021390743,27.97070346381004,5.370762729652931,1071.4051698017486,-25.077291012161144
9,335.58202467020504,-7.801191754136834,0.5426604565321989,-0.9928021978786544,29.89294798526685,23.17673796676737,5.166587299793914,500.1418446316795,-16.404314880665247
10,389.7358181833063,-10.299440154233098,0.2686278128181182,-0.8512565275186652,28.17225427545212,24.188342407067672,6.992549534556838,36.92241538953006,-19.60985042466221
11,392.40415388185255,-10.021967205990368,0.491117131086447,-0.9150270816707596,22.2709140884872,18.2890389198386,6.946210942437912,691.8054454429041,-10.099854652081175
12,320.65968467828344,-8.10363706397165,0.374887892128629,-0.8728873606669469,38.34372004423592,33.109334228964435,4.065149645386264,7.008378869289455,-25.847258740619075
