,f1,f2,f3,f4,f5,f6
0,339.21208591354736,-10.492417763742056,0.1978855742431732,-0.9676616961930824,20.86661429253632,18.67198525319984
1,281.29643524675566,-7.685487543840423,0.1014215694290599,-0.9856233881773911,25.393069241911896,20.62477722388587
2,309.704254788911,-10.646895175198804,0.3982523843314054,-0.9566429036956916,23.047952016524007,23.664991356214056
3,386.63645179873214,-12.522671280405437,0.8637049483122525,-0.9814647814411658,22.402128394088905,22.752292709237302
4,265.60012545202846,-8.516373132124547,0.2776088872805443,-0.984428694968028,23.25481578649745,22.060607641764527
5,373.0934795226156,-12.163035714028975,0.5452524220056741,-0.9525908611077578,21.90691524936658,22.574240718719818
6,400.888516167329,-11.786951094783207,0.2872435711393718,-0.9439233934317413,19.410833495879142,16.558625312944333
7,342.71892497943384,-11.61279378388082,0.8559028091922714,-0.9851289709331156,22.665733803290827,23.17644871278837
8,389.8035198135622,-11.91669131580819,0.2125806844246445,-0.949351924650417,24.086739792069974,20.37460875010513
9,318.1556296449548,-10.417065842019946,0.4738763146664526,-0.9795203611574624,20.59150910678279,19.850543418896454
10,399.000689135111,-8.526426194445806,0.0368540662650527,-0.9917972336312,26.64731280297513,16.222862301064865
11,382.0390640955352,-12.043255295114902,0.2892229068929456,-0.9728600247882824,20.602504154883658,19.08836132551592
12,358.3514849263837,-9.553496803646269,0.2531753038393552,-0.9737977387544648,20.37748235829398,16.048458778566786
13,337.875180751962,-11.322951412316195,0.4169052516152807,-0.9808294414718616,24.21012668302628,23.989849058252545
14,336.7782432861488,-10.492388675040996,0.7375216509045106,-0.972384423131234,20.54109151692506,18.382989005952705
15,256.0311114355461,-9.098856909051072,0.5146875633593639,-0.986762305830316,23.40698896496513,24.820639808354443
16,291.5899813313043,-9.969813948465974,0.4557006676653132,-0.991704681258126,21.81864664007875,22.8710258337066
17,326.7948530668001,-9.62911334056935,0.1190001015669906,-0.9962677851336988,23.46011082862773,19.0263006778253
18,363.4935140995578,-11.376727257185362,0.4684604313081932,-0.9947228773543428,19.69636861221101,17.76576198401065
19,326.2004039121635,-9.526040513437051,0.1093127999120305,-0.9958081901518788,27.378733319649346,22.484844690030503
20,283.9270683943284,-8.913747370545364,0.2420536382360043,-0.9912378589875884,22.355293562977124,20.425685750146155
21,326.33360617975865,-7.707541793637763,0.0728828376474028,-0.9975563906044238,27.04426385680484,18.573302506312675
22,230.19149286798915,-6.9995526207884025,0.1402755511591204,-0.9443945503517936,29.37417784075543,26.7782431397138
23,320.66718843949184,-10.360709841394762,0.2076196099576331,-0.9860730654265596,25.88608647544934,22.727816025130096
24,211.6906526994593,-6.283561513002185,0.15303827460269,-0.9880257641277772,32.40803572287557,29.290722095892693
25,244.34413851864647,-7.6437910972306655,0.1382486935103001,-0.8954302019339693,28.117872700891343,26.604229485287217
26,372.2795540961617,-9.2688183225381,0.1141291753175838,-0.9610837045442012,22.1522891500156,16.05057979660418
27,196.47180162523463,-5.547393720974432,0.1505832338296846,-0.9884150691557152,44.477834130528606,36.70783159193557
28,338.6079682736497,-10.72442872040853,0.1833611974887175,-0.975505645888254,22.7077621984836,20.67265762780299
29,312.1716413704516,-9.272693362794053,0.2982315756069689,-0.997670404467042,21.440717938248497,18.30934555493065
30,252.8301153741581,-7.794568597947824,0.129549596263863,-0.9884849889172492,28.32387931444753,24.82782745082134
31,390.5647054076839,-12.148381014784285,0.3851064641040863,-0.9185794273855188,20.01742049242236,18.66184105177832
32,338.3017978260293,-10.186956080484684,0.1179669170511003,-0.9713076152325908,23.614437721610155,20.276857230323248
33,399.6743735316592,-10.833793772047509,0.0943161039603901,-0.9771015583537314,23.297588998363995,17.33332510797274
34,305.1904966378028,-9.10737320177398,0.1152176756242834,-0.9409407219226392,23.91220617086616,20.8096277310595
35,333.3299892226865,-9.275716548702306,0.4376531126192634,-0.963286200126984,20.904860707782284,17.360826479852882
36,322.8810429531157,-8.08032520573704,0.0612504054865731,-0.9976942931665354,28.94682322347627,20.340897813221915
37,377.9046362570297,-11.303695105631752,0.1825594203358965,-0.9928387718258792,21.760899083280385,18.99447011031036
38,282.403425388627,-9.286526655558651,0.253867159937341,-0.9979220085538127,23.73988846850764,22.31191494068719
39,399.8550179684103,-11.141302174702204,0.1147574458480605,-0.8906212019631756,21.912476307172064,17.883961698940794
40,311.7163757941809,-9.262322761596144,0.1510497899646043,-0.992907990089045,23.310861007346308,19.26678714446728
41,209.6309087172268,-7.67974069970114,0.3531572780547853,-0.996671951666026,31.16225835366784,32.25023550222183
42,255.75884281798835,-8.50330275540199,0.6062746448755229,-0.9781234772427762,22.609300835279964,22.885814046004995
43,259.2259048850513,-9.142351499037373,0.3927208099945627,-0.98537479152995,23.756422581268552,24.83234622134252
44,260.65411784403307,-8.576597912501345,0.4401503395943978,-0.95474815265509,22.44944234587503,22.867496481976342
45,324.3793904882873,-11.181032088330214,1.0180813665755382,-0.989028225720836,23.8046035923551,24.461040546048977
46,384.3272225205663,-11.2387689912766,0.2415488489146764,-0.9585424769571568,19.544210720799924,16.338407070794737
