,f1,f2
0,310.8501526365528,-10.852166672435214
1,181.88114999468465,-6.1026988145206165
2,181.2959738055185,-6.051240008726554
3,179.56700072968854,-5.8711921806676495
4,179.79546130883585,-5.88937271373986
5,180.2505319275733,-5.953191107709167
6,180.072439207748,-5.935554980028295
7,398.2021367128679,-12.72440660831871
8,248.94958820330507,-9.154402227704107
9,319.7519875157648,-11.070319782675863
10,265.5498342058449,-9.657971245827827
11,221.99238045601265,-8.240601197612857
12,210.8112870030132,-7.7977746798278815
13,224.2116459536594,-8.31825927129181
14,226.86514145844703,-8.408614634405144
15,400.0090237038283,-12.767299023074097
16,392.7947503393264,-12.632589575644548
17,379.7695436354117,-12.375309707789544
18,210.35285653363167,-7.778213884210417
19,212.8296784839213,-7.880700336928458
20,372.972184339745,-12.243749386229622
21,352.8117031474613,-11.817524522980364
22,311.48564644523503,-10.86368666420134
23,203.4216307255229,-7.473605007031263
24,236.57426537863907,-8.74957811499029
25,263.8383314949023,-9.609274369006153
26,220.67558769448613,-8.192271628254868
27,378.5393407675745,-12.353760614297093
28,340.83076579922425,-11.552937110593076
29,320.2135333586296,-11.081329239874114
30,188.57688782332028,-6.689709646009817
31,362.4260078915033,-12.01797783937161
32,180.76291870145533,-5.987948548619105
33,253.1107808239217,-9.283853700514442
34,327.3503830762989,-11.25316054281804
35,227.5975146465597,-8.438271805553494
36,271.41596760920527,-9.809988450907223
37,240.6904238196284,-8.894697520467924
38,249.4666085265304,-9.1701355820707
39,221.494381594134,-8.22589189692532
40,395.23202595775393,-12.676554070819837
41,189.17302924525927,-6.732227054147294
42,205.42392851882465,-7.577633619434808
43,307.30165999736084,-10.767291850652043
44,371.17430788659135,-12.202598563259324
45,299.308734540979,-10.57028849244618
46,369.1155865931824,-12.163829186428366
47,247.53115947547863,-9.112344230857836
48,302.1864926131494,-10.64573153594883
49,356.4691526533366,-11.895152113475266
50,338.2792193452915,-11.498580340050138
51,362.8614936032903,-12.03585685160428
52,264.15902879851774,-9.62624543636139
53,214.3443554529873,-7.943970180300438
54,216.8132566788749,-8.039684589859512
55,313.2588043178439,-10.91702018929884
56,252.7008189701613,-9.268957002634547
57,300.30292316633245,-10.5961154376674
58,290.41319229460134,-10.345476230804996
59,377.60582563794753,-12.330503655844812
60,209.57072218128425,-7.747406981182442
61,323.7995852130772,-11.17096268102086
62,215.1559877068845,-7.98090961334069
63,341.3069313390833,-11.573087686198765
