,f1,f2,f3,f4,f5,f6,f7,f8,f9
0,399.6274467743745,-10.30450428321918,0.4457123331825763,-0.9457647497306234,32.056956617925806,25.968923008176173,5.784060934951078,0.1367356406053302,-28.42520237235997
1,236.0615714208465,-7.027298967593426,0.4376579388447197,-0.986255388889258,32.09763032112659,27.428218927974044,4.044315811950245,951.0787622574268,-0.3942710504045389
2,392.1818720640868,-9.503926700926636,0.1161193812034039,-0.987665301730141,23.94954874493095,17.357032312224206,4.81433313945648,953.0003034938844,-7.745417839645435
3,344.2941639663475,-10.631828815368484,0.4282176887004984,-0.9554136013805437,24.69481666710501,21.57644730183694,5.709218131017246,1139.3332002036636,-2.985017828766374
4,392.38766598408864,-11.406791210044076,0.1972947614200025,-0.9976964096810436,21.01108693761713,16.000000000000867,4.0000001174780335,0.0,-0.056240975025438
5,268.4515554906023,-7.5894789370278035,0.9003121417370626,-0.8659531896760294,29.72067797948328,27.410308465732463,4.754169365542912,1274.8940395813888,-6.550683634910616
6,313.72818878958856,-7.160515495550868,0.0824538635743451,-0.9954340452903516,26.535136401320912,19.541972522589543,6.931959258266193,476.2798561791988,-1.674826199784042
7,395.16593611390255,-11.26987724009391,0.1850676796905171,-0.9970887299536352,21.40068687295737,16.47229934513497,4.0,8.4672e-12,-2.601906045286212
8,286.6065124327764,-9.68462146403508,0.5574234965382016,-0.9579411395318178,22.88808156430408,23.2794036003849,6.019767092975588,1029.857653818775,-0.00289995922746
9,318.1330344421395,-8.24798954194748,0.3661793852492614,-0.8881224034103449,30.43949898783673,25.98597378023044,4.743458451016211,4.67895820224379,-13.515458395689397
10,388.98689571284206,-9.472227197092597,0.1888287089358691,-0.9965288700196936,28.7636870977895,23.338813914852643,5.309524508365963,15.166926670519512,-28.37130041863356
11,337.0965909930662,-9.419985097048288,0.4122239678772912,-0.8969517117494434,42.70723847064301,29.702701070308088,4.000003051640884,3.1782429e-08,-7.677821096390341
12,387.05639107743286,-8.061792868535468,0.4520119004275841,-0.928062846153084,38.02634351227727,32.63109709062267,5.128865284672718,526.83154244291,-48.24567994996597
13,290.8350951462616,-8.94870903331524,0.5765990631752258,-0.9123076923095064,24.337740841571147,21.846130405318604,5.276752248976383,562.6432557514862,-0.270803538602772
14,304.1270877364806,-9.036480501215529,0.3696755047474496,-0.9203459288259396,24.21335572024432,22.49990820590052,4.672024201284668,1020.274986406183,-6.074586532500754
15,325.3119399626863,-8.30023140654191,0.311888183958434,-0.999668837911217,54.10185604680939,30.219094511041543,4.049619708616612,293.1660679985484,-0.781464770080339
16,250.9853980274589,-6.482881025783676,0.3175212700936182,-0.9877433186689588,38.56632530089573,33.420272423808285,6.999952811975529,23.23576375497245,-18.56685779936125
17,397.5308229134094,-11.542734012653508,0.1757358361479482,-0.97904044025026,20.160751636867097,16.26182276107777,4.527658114930063,569.3310726280066,-0.001994007894558
18,248.38416356683103,-6.302993813574164,0.1484849149764664,-0.9937939387623492,36.25839961514009,29.705615170920133,6.995510969223438,1248.548901955235,-9.162221795974482
19,394.66760565205374,-8.486127897904574,0.1274106250696534,-0.9940789376764436,33.845676812748664,26.48250591191304,4.04329229858849,4.149473436900773,-35.159996892836425
20,303.011316841666,-8.72925739556449,0.2018775414045834,-0.9593604220852588,29.28966298697112,25.97853710417553,4.7034281310603605,1283.1263925442129,-9.90163992123635
21,288.400700956732,-7.983035104025125,0.1724611771358528,-0.8770210559770764,25.740008118231167,22.11842996968129,5.044976223858843,627.4026671731368,-0.346424075876286
22,294.4747978227932,-6.42544186786429,0.254507673135137,-0.99177537344205,50.74736775405411,39.56847583926241,6.720372943514365,305.36129198889546,-37.71047027572025
23,280.3851408132001,-7.795025541671068,0.6582096615128411,-0.8909219704823624,28.060664619905985,28.229828727302195,6.906986261277831,1161.5773874249612,-13.347921389621746
24,284.4784573463455,-9.2748916795008,0.3375821641761055,-0.990192182697194,27.475376143851243,26.029390876715667,5.659283621109516,971.3004383106364,-5.15894341483233
