,f1,f2,f3,f4,f5,f6,f7,f8,f9
0,245.33455047256268,-6.40143914451093,0.2864715655655952,-0.9780845063751448,49.12246292259909,39.93485888168655,5.7171653602814585,0.0030552724590167,-20.75999193840724
1,387.70707309580126,-11.080523121164871,0.1546642665011706,-0.9940922020799028,21.233158774864,16.000000000000124,4.085676170037113,0.0,-0.0461303787380578
2,227.4067357047992,-6.81048852598881,0.4804156244767572,-0.9001481076005213,36.40797188322108,32.4012636834224,4.2209398219325465,360.373575442449,-1.7713032197606615
3,289.9293797885306,-8.237164612691595,0.4495636807863338,-0.9815236350945492,36.25670368969621,31.509519465704543,6.988212669380502,1125.714288519265,-19.55006808980597
4,376.0664431898471,-11.181953132971127,0.2814491341192877,-0.9913750799812404,23.592641800104467,21.24860872609178,4.711186294208446,474.9994245872279,-6.482650694492694
5,217.24597211890745,-6.240911033884396,0.2539728563857147,-0.9818632311052976,42.860884183986215,36.5696050679467,6.390997512819445,1.270840945057633,-9.081249739491923
6,367.70385475134816,-7.514503733998137,0.1008168993015327,-0.992872855354164,64.68070175597549,25.615388468796787,6.851448501498605,0.0784970192753756,-0.0372989647402183
7,400.1583464472153,-10.701821398467876,0.3091859462437016,-0.9702404493510548,24.868077642666822,22.69764759928058,6.426114590653376,740.4670220597068,-22.357064429166613
8,337.8615867830624,-8.050503656331207,0.1761553738946963,-0.9247974524900346,37.19212961512674,30.985219224734447,5.107564829997291,586.0909753300889,-25.26089180575795
9,345.45830087893654,-8.539223128733477,0.0970111948811336,-0.877654282422743,26.6712080707643,21.79291006151363,4.0277361681483335,651.1593826361886,-5.918491049166176
10,279.5245010037698,-6.859875653506939,0.3009006005404501,-0.9495184271349398,46.00415100034837,38.901247079265225,6.916851811525679,588.2082543284575,-30.50459255814092
11,349.1380149432431,-8.401263027248868,0.3023780699636227,-0.9485633880247724,57.84674024673014,36.246920958457046,4.871271947689769,0.0160185613910452,-26.683553673792225
12,315.2302137615814,-8.191895791185427,0.3083363797564115,-0.8965746375675343,34.570115520522435,31.74405039316725,4.105201777828385,1302.7308938101946,-23.32122414970714
13,231.7582666435112,-7.189942547865481,0.1575989344421141,-0.9539029047085298,32.353020238967744,28.969647682682325,4.226815460579292,1309.9266716312552,-0.0809544428310421
14,287.054884837287,-6.567801558436526,0.1325057186146212,-0.9396791057702468,35.9007781476039,28.912250960546125,6.007491968989812,854.7126523414865,-15.710997634922371
15,286.04837074819164,-9.175042354658476,0.2275195117774492,-0.9460107477588016,29.10455298048812,25.96860306909677,4.534298280501841,1.785855581597348,-0.6263209116456421
16,306.5641093753734,-8.022238950927512,0.2449617093091861,-0.9554846097233946,37.02355679999052,30.61793263071514,5.724595538079451,0.4701774072054528,-21.827255971057745
17,380.24251192457166,-8.207812628061907,0.1622658860864874,-0.955867433666448,31.229927875241323,24.97243376172805,4.656797122251038,363.38929250881193,-28.35165742390709
18,310.09758897745803,-8.897342915922223,0.232824899797223,-0.8262544182341961,24.068288593792744,21.729309898247767,5.490560073979051,264.3639396789763,-0.7771114284549524
19,241.4405407784564,-6.930547630230797,0.1350288969234542,-0.9766181572046118,29.699193835421053,25.61635159671584,5.510908496732998,1338.5129527618794,1.454575158254476
20,391.6373370272311,-9.13101988482116,0.2232741581742126,-0.8333757105073147,27.652363729701424,23.418597544481447,4.003250349315771,1.469659774442559,-18.65250876153089
21,386.0487527901892,-11.346892304922884,0.4797307436984864,-0.9530728537627212,34.11327091870678,24.8134220950876,4.005740686819502,686.4871505204402,-1.5380300062642551
22,365.3752584986474,-8.534863621421016,0.1878987329200351,-0.9238637124894328,24.84219241356428,19.968378107397896,6.896819708041496,28.14512865557484,-12.69482335458415
