,f1,f2,f3,f4
0,-9.015912993840193,-0.99948669556035,27.13797674704916,0.0
1,-9.5986316000538,-0.9995030900965226,36.93111025249433,4.08807e-11
2,-9.841277580889386,-0.9992399520449068,27.69919650512704,0.0
3,-10.570438832682528,-0.9992897841640456,35.115616271490886,0.0
4,-10.799542760845798,-0.9997330503649238,23.74393188182852,66.32109264263329
5,-10.592018470763367,-0.999232348759,33.18775838395597,0.0
6,-11.892034598512774,-0.9762063151984308,19.69913886831783,510.7222986285278
7,-11.903986558618412,-0.984024082547111,19.525670352982907,607.3670950008005
8,-11.928588006790765,-0.9687178424555628,19.51497606831156,571.7736709924854
9,-10.398218653675492,-0.9997730357776932,24.5924621860631,181.51420149492
10,-9.09192627382012,-0.9998367247302836,28.43365814290044,0.2686597115934312
11,-11.0431072478415,-0.9561135826985174,20.44503004953868,1.323e-13
12,-8.87907637233044,-0.9998490818561666,30.690723172672698,14.731774975052346
13,-9.745726312719022,-0.9996911448417668,31.53868677491324,0.0003755567998728
14,-9.98683334629945,-0.9997909412678332,36.23255818242678,0.0014353300332567
15,-12.040569262659076,-0.9961638248534064,19.65966134430656,655.3607998759634
16,-8.607814451807265,-0.9997913828481948,42.01432457243942,2.6355483e-09
17,-9.00929894882797,-0.9997999431649676,50.2468558720692,2.7638793e-09
18,-8.667684378907694,-0.9997787899776146,45.445043303365495,2.6659773000000003e-09
19,-9.89256753609198,-0.9997935084619268,44.72268161777114,7.228788651e-07
20,-9.420079824597192,-0.9998424727406384,42.045606851589696,3.722859666096524
21,-12.229209753355963,-0.9948972866720568,21.198379937662168,655.771708361363
22,-7.928140173609952,-0.999712559765314,32.151154235148795,1.4553e-12
23,-11.911602241601864,-0.9903669887860054,19.527148477341484,859.8100952609802
24,-11.590387262483656,-0.9680558258771114,19.44382029722125,450.394643435766
25,-11.579494377442805,-0.9472203386841032,19.41801706122706,456.7353693316621
26,-11.730329122022397,-0.9702036163943452,19.896248699783897,258.31893819600464
27,-12.038231608069996,-0.9883365190992076,19.49864712642469,672.049706229693
28,-12.027182674391128,-0.9767447533964522,19.52408982805149,573.8891687602622
29,-12.023111758756762,-0.9921545335471388,19.60628464418048,653.3358719150883
30,-11.751332088451758,-0.9757972201646832,19.61598766738131,422.1456660894064
